datetime,air_temperature,running_status,sonic_status,operation_mode,location_status,location,number_of_rods,sonic_pressure,rotation_pressure,pullup_pressure,pulldown_pressure,inclination_x,inclination_y,flushing_pressure,flushing_debit,depth,depth_raw,sonic_speed,rotation_speed,rotation_speed_duo,rotation_pressure_duo,G_force_z,G_force_x,G_force_y,date_time,sonic_frequency,torque,torque_duo,penetration_speed
40:25.3,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,158.125,97.3,21.875,12.525,0.3,0.2,0.388,0.337,2.8,2.8,8373.37,58.62,0,0,0.479643,0.515952,0.509223,40:25.3,139.55616666666668,1527.61,0,6.060606060605931
40:25.3,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,158.475,97.65,21.775,12.6,0.3,0.2,0.388,0.337,2.81,2.81,8373.37,58.62,0,0,0.479643,0.515952,0.509223,40:25.3,139.55616666666668,1533.105,0,14.285714285714615
40:25.4,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,158.75,98.75,21.55,12.65,0.3,0.2,0.388,0.337,2.82,2.82,8373.37,58.62,0,0,0.479643,0.515952,0.509223,40:25.4,139.55616666666668,1550.375,0,7.228915662650448
40:25.5,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.225,99.175,21.375,12.775,0.3,0.6,0.388,0.337,2.83,2.83,8373.37,58.62,0,0,0.479643,0.515952,0.509223,40:25.5,139.55616666666668,1557.0475,0,6.593406593406746
40:25.5,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.375,99.375,21.35,12.85,0.3,0.6,0.388,0.337,2.84,2.84,8373.37,58.62,0,0,0.479643,0.515952,0.509223,40:25.5,139.55616666666668,1560.1875,0,16.216216216215873
40:25.6,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.5,99.95,21.075,12.95,0.3,0.6,0.388,0.337,2.86,2.86,8373.37,58.62,0,0,0.479643,0.515952,0.509223,40:25.6,139.55616666666668,1569.215,0,13.186813186813199
40:25.7,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.725,100.6,20.925,13.075,0.3,0.6,0.388,0.337,2.87,2.87,8343.3,58.97,0,0,0.479643,0.515952,0.509223,40:25.7,139.05499999999998,1579.4199999999998,0,5.0000000000001155
40:25.8,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.75,101.125,20.825,13.125,0.3,0.6,0.388,0.337,2.88,2.88,8343.3,58.97,0,0,0.479643,0.515952,0.509223,40:25.8,139.05499999999998,1587.6625,0,15.384615384615056
40:25.9,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.75,102.075,20.725,13.2,0.3,0.6,0.388,0.337,2.89,2.89,8343.3,58.97,0,0,0.479643,0.515952,0.509223,40:25.9,139.05499999999998,1602.5774999999999,0,7.058823529411927
40:25.9,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.8,102.55,20.575,13.325,0.3,0.6,0.388,0.337,2.9,2.9,8343.3,58.97,0,0,0.479643,0.515952,0.509223,40:25.9,139.05499999999998,1610.0349999999999,0,7.692307692307528
40:26.0,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,159.8,103.3,20.3,13.4,0.3,0.6,0.388,0.337,2.91,2.91,8343.3,58.97,0,0,0.479643,0.515952,0.509223,40:26.0,139.05499999999998,1621.81,0,15.000000000000346
40:26.1,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,160.225,104.2,20.125,13.475,0.4,0.6,0.388,0.337,2.92,2.92,8343.3,58.97,0,0,0.479643,0.515952,0.509223,40:26.1,139.05499999999998,1635.94,0,7.692307692307528
40:26.1,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,160.75,104.15,19.9,13.625,0.4,0.6,0.388,0.337,2.93,2.93,8343.3,58.97,0,0,0.479643,0.515952,0.509223,40:26.1,139.05499999999998,1635.155,0,7.692307692
40:26.2,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,160.95,103.525,19.825,13.75,0.4,0.6,0.388,0.337,2.94,2.94,8316.29,66.05,0,0,0.479643,0.515952,0.509223,40:26.2,138.60483333333335,1625.3425,0,7.5949367088605975
40:26.3,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,161.275,103.125,19.8,13.825,0.4,0.6,0.388,0.337,2.95,2.95,8316.29,66.05,0,0,0.479643,0.515952,0.509223,40:26.3,138.60483333333335,1619.0625,0,7.594936708860935
40:26.4,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,161.525,103.575,18.525,14.05,0.4,0.6,0.388,0.337,2.96,2.96,8316.29,66.05,0,0,0.479643,0.515952,0.509223,40:26.4,138.60483333333335,1626.1275,0,7.692307692307528
40:26.5,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,163.65,107.55,13.65,15.6,0.4,0.6,0.388,0.337,2.97,2.97,8316.29,66.05,0,0,0.479643,0.515952,0.509223,40:26.5,138.60483333333335,1688.5349999999999,0,3.658536585365938
40:26.8,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,165.2,107.2,12.35,17.175,0.4,0.6,0.4,0.337,2.98,2.98,8321.51,58.68,0,0,0.479643,0.515952,0.509223,40:26.8,138.69183333333334,1683.04,0,2.2900763358778136
40:27.1,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,161.75,106.3,12.1,18.175,0.6,0.4,0.4,0.337,2.99,2.99,8321.51,58.68,0,0,0.479643,0.515952,0.509223,40:27.1,138.69183333333334,1668.9099999999999,0,1.9292604501608162
40:27.4,19.5,started,started,Dynamic,no fix,"51.985602,6.051186",1,162.65,108.675,10.1,19.025,0.6,0.4,0.412,0.337,3,3,8349.93,66.08,0,0,0.479643,0.515952,0.509223,40:27.4,139.1655,1706.1975,0,2.0338983050847026
49:50.7,21.5,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.5,38.075,46.675,5.95,0.5,0.6,0,0.337,3.01,-0.04,799.99,58.65,0,0,0.462389,0.478186,0.459468,49:50.7,13.333166666666667,597.7775,0,0.001065188
49:51.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,189.4,38,43.375,5.8,-0.1,0.6,0,0.337,3.02,-0.03,799.99,58.59,0,0,0.462389,0.478186,0.459468,49:51.0,13.333166666666667,596.6,0,2.1582733812950137
49:51.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,207.925,38.1,41.475,5.7,-0.1,0.3,0,0.337,3.03,-0.02,799.99,58.59,0,0,0.462389,0.478186,0.459468,49:51.2,13.333166666666667,598.17,0,3.108808290155374
49:51.5,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,202.925,38.325,42.175,5.55,-0.1,0.3,0,0.319,3.04,-0.01,1830.91,65.9,0,0,0.460596,0.475051,0.4559,49:51.5,30.51516666666667,601.7025,0,1.993355481727621
49:51.6,21.5,started,started,Dynamic,no fix,"51.985602,6.051186",2,181.25,38.4,42.225,5.5,0.1,0.3,0,0.319,3.05,0,1830.91,65.9,0,0,0.460596,0.475051,0.4559,49:51.6,30.51516666666667,602.88,0,3.773584905660297
49:51.8,21.5,started,started,Dynamic,no fix,"51.985602,6.051186",2,164.975,38.675,41.95,5.425,0.1,0.5,0,0.319,3.06,0.01,3211.15,51.41,0,0,0.460596,0.475051,0.4559,49:51.8,53.51916666666667,607.1974999999999,0,3.03030303
49:52.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,163.95,39.15,40.75,5.4,0.1,0.5,0,0.319,3.07,0.02,3211.15,51.41,0,0,0.460596,0.475051,0.4559,49:52.0,53.51916666666667,614.655,0,2.843601895734537
49:52.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,165.65,39.55,40.3,5.325,0.1,0.5,0,0.337,3.08,0.03,4659.49,43.9,0,0,0.460596,0.475051,0.4559,49:52.2,77.65816666666666,620.935,0,3.0000000000000693
49:52.4,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,163.25,40,40.075,5.325,0,0.5,0,0.337,3.09,0.04,4659.49,43.9,0,0,0.460596,0.475051,0.4559,49:52.4,77.65816666666666,628,0,3.0456852791877522
49:52.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,161.6,40.4,39.725,5.25,0,0.8,0,0.337,3.1,0.05,4659.49,43.9,0,0,0.460596,0.475051,0.4559,49:52.6,77.65816666666666,634.28,0,2.727272727
49:52.9,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,162.8,40.775,39.3,5.275,0,0.8,0,0.319,3.11,0.06,6068.01,51.53,0,0,0.460596,0.475051,0.4559,49:52.9,101.1335,640.1674999999999,0,2.1897810218977636
49:53.1,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,162.05,40.8,39.375,5.25,0,0.8,0,0.319,3.12,0.07,6068.01,51.53,0,0,0.460596,0.475051,0.4559,49:53.1,101.1335,640.56,0,3.8216560509555024
49:53.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,159.35,40.925,39.35,5.25,0.5,0.8,0,0.319,3.13,0.08,7405.87,51.47,0,0,0.460596,0.475051,0.4559,49:53.3,123.43116666666667,642.5224999999999,0,2.5423728813558784
49:53.6,21.5,started,started,Dynamic,no fix,"51.985602,6.051186",2,158.775,41.125,38.825,5.225,0.5,0.4,0,0.319,3.14,0.09,7405.87,51.47,0,0,0.460596,0.475051,0.4559,49:53.6,123.43116666666667,645.6625,0,2.521008403361403
49:53.8,21.5,started,started,Dynamic,no fix,"51.985602,6.051186",2,157.95,41.2,38.925,5.2,0.5,0.4,0,0.337,3.15,0.1,8197.86,51.4,0,0,0.460596,0.475051,0.4559,49:53.8,136.631,646.84,0,2.912621359223239
49:54.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,157.85,41.575,38.45,5.225,0.5,0.4,0,0.337,3.16,0.11,8197.86,51.4,0,0,0.460596,0.475051,0.4559,49:54.0,136.631,652.7275,0,2.926829268292751
49:54.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,158.475,41.2,37.6,5.225,0.3,0.4,0,0.337,3.17,0.12,8547.74,51.56,0,0,0.460596,0.475051,0.4559,49:54.2,142.46233333333333,646.84,0,2.272727272727224
49:54.4,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,158.075,39.35,38.3,5.2,0.3,0.4,0,0.337,3.18,0.13,8547.74,51.56,0,0,0.460596,0.475051,0.4559,49:54.4,142.46233333333333,617.795,0,3.1746031746032477
49:54.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,158.75,38.975,39.85,5.1,0.3,0.4,0,0.319,3.19,0.14,8547.74,51.56,0,0,0.460596,0.475051,0.4559,49:54.6,142.46233333333333,611.9075,0,3.9473684210525475
49:54.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,156.6,38.025,40.775,5.1,-0.1,0.4,0,0.319,3.2,0.15,8537.25,51.52,0,0,0.460596,0.475051,0.4559,49:54.8,142.2875,596.9925,0,2.5000000000000577
49:55.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.375,38.025,40.55,5.075,-0.1,0.4,0,0.319,3.21,0.16,8537.25,51.52,0,0,0.460596,0.475051,0.4559,49:55.0,142.2875,596.9925,0,3.3149171270717526
49:55.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.525,36.55,40.175,5.05,-0.1,0.3,0,0.319,3.22,0.17,8494.8,51.52,0,0,0.460596,0.475051,0.4559,49:55.2,141.57999999999998,573.8349999999999,0,3.0150753768844916
49:55.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,155.3,37.65,39.925,5.025,-0.1,0.3,0,0.319,3.23,0.18,8494.8,51.65,0,0,0.460596,0.475051,0.4559,49:55.3,141.57999999999998,591.1049999999999,0,3.773584905660297
49:55.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154,38.825,40.2,5,0.3,0.3,0,0.319,3.24,0.19,8494.8,51.65,0,0,0.460596,0.475051,0.4559,49:55.6,141.57999999999998,609.5525,0,2.1052631578947856
49:55.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.3,38.725,40.45,5,0.3,0.3,0,0.319,3.25,0.2,8578.06,44,0,0,0.460596,0.475051,0.4559,49:55.8,142.96766666666664,607.9825,0,3.846153846153764
49:56.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.65,38.5,40.05,4.975,0.3,0.7,0,0.319,3.26,0.21,8578.06,44,0,0,0.460596,0.475051,0.4559,49:56.0,142.96766666666664,604.4499999999999,0,2.5104602510459717
49:56.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.95,38.725,40.025,4.975,0.3,0.7,0,0.319,3.27,0.22,8548.9,43.93,0,0,0.460596,0.475051,0.4559,49:56.3,142.48166666666665,607.9825,0,2.531645569620312
49:56.5,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.175,38.95,40.15,4.95,-0.3,0.7,0,0.319,3.28,0.23,8548.9,43.93,0,0,9.49641,6.19106,4.08987,49:56.5,142.48166666666665,611.515,0,3.061224489795853
49:56.7,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.9,38.975,40.375,4.95,-0.3,0.4,0,0.319,3.29,0.24,8485.91,43.93,0,0,9.49641,6.19106,4.08987,49:56.7,141.43183333333334,611.9075,0,2.608695652173973
49:56.9,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.025,38.95,40.5,4.95,-0.3,0.4,0,0.319,3.3,0.25,8485.91,43.97,0,0,9.49641,6.19106,4.08987,49:56.9,141.43183333333334,611.515,0,3.260869565217322
49:57.1,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.25,38.825,40.85,4.95,-0.3,0.4,0,0.319,3.31,0.26,8485.91,43.97,0,0,9.49641,6.19106,4.08987,49:57.1,141.43183333333334,609.5525,0,3.0456852791878877
49:57.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.275,38.875,40.4,4.95,-0.2,0.4,0,0.319,3.32,0.27,8546.6,43.98,0,0,9.49641,6.19106,4.08987,49:57.3,142.44333333333333,610.3375,0,2.7149321266967745
49:57.5,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,144.225,38.9,40.875,4.95,-0.2,0.7,0,0.319,3.33,0.28,8546.6,43.98,0,0,9.49641,6.19106,4.08987,49:57.5,142.44333333333333,610.7299999999999,0,2.343750000000054
49:57.7,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,149.15,39,41.375,4.925,-0.2,0.7,0,0.319,3.34,0.29,8568.24,43.98,0,0,9.49641,6.19106,4.08987,49:57.7,142.804,612.3,0,3.8216560509553323
49:57.9,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,156.85,38.975,41.675,4.95,-0.2,0.7,0,0.319,3.35,0.3,8568.24,43.98,0,0,9.49641,6.19106,4.08987,49:57.9,142.804,611.9075,0,2.9411764705883034
49:58.1,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,160.225,38.95,41.825,4.95,0.3,0.7,0,0.319,3.36,0.31,8568.24,43.98,0,0,9.49641,6.19106,4.08987,49:58.1,142.804,611.515,0,2.5104602510459717
49:58.4,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,159.45,39,42.15,4.95,0.3,-0.1,0,0.319,3.37,0.32,8543.73,43.96,0,0,9.49641,6.19106,4.08987,49:58.4,142.3955,612.3,0,2.9556650246306098
49:58.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.8,39.275,41.075,4.975,0.3,-0.1,0,0.319,3.38,0.33,8543.73,43.96,0,0,9.49641,6.19106,4.08987,49:58.6,142.3955,616.6175,0,2.7272727272726693
49:58.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,148.75,40,40.55,4.975,0.3,-0.1,0,0.319,3.39,0.34,8537.74,44.02,0,0,9.49641,6.19106,4.08987,49:58.8,142.29566666666668,628,0,3.0150753768844916
49:59.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.4,39.975,40.75,4.95,0.3,-0.1,0,0.319,3.4,0.35,8537.74,44.02,0,0,9.49641,6.19106,4.08987,49:59.0,142.29566666666668,627.6075,0,3.0769230769230114
49:59.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.9,39.925,41.3,4.95,0.3,0.8,0,0.319,3.41,0.36,8537.74,44.02,0,0,9.49641,6.19106,4.08987,49:59.2,142.29566666666668,626.8224999999999,0,2.9126213592233685
49:59.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.5,39.825,40.95,4.975,0.3,0.8,0,0.319,3.42,0.37,8597.75,44.08,0,0,9.49641,6.19106,4.08987,49:59.3,143.29583333333332,625.2525,0,3.8216560509553323
49:59.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.3,39.85,41.3,4.975,0.3,0.8,0,0.319,3.43,0.38,8597.75,44.08,0,0,9.49641,6.19106,4.08987,49:59.6,143.29583333333332,625.645,0,2.4896265560166553
49:59.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.325,39.95,41.45,5,0.6,0.8,0,0.319,3.44,0.39,8637.77,36.84,0,0,9.49641,6.19106,4.08987,49:59.8,143.96283333333335,627.215,0,2.941176470588173
50:00.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.325,39.675,40.1,4.95,0.6,1.1,0,0.319,3.45,0.4,8637.77,36.84,0,0,9.49641,6.19106,4.08987,50:00.0,143.96283333333335,622.8974999999999,0,2.898550724637748
50:00.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.25,39.8,40.35,4.975,0.6,1.1,0,0.337,3.46,0.41,8567.59,44.84,0,0,9.49641,6.19106,4.08987,50:00.2,142.79316666666668,624.8599999999999,0,2.390438247011901
50:00.4,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.95,39.75,40.725,5,0.3,1.1,0,0.337,3.47,0.42,8567.59,44.84,0,0,9.49641,6.19106,4.08987,50:00.4,142.79316666666668,624.0749999999999,0,3.0456852791878877
50:00.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.625,39.7,39.95,5,0.3,1.1,0,0.337,3.48,0.43,8567.59,44.84,0,0,9.49641,6.19106,4.08987,50:00.6,142.79316666666668,623.29,0,3.726708074534082
50:00.9,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.375,39.825,40.125,5,0.3,0.5,0,0.337,3.49,0.44,8572.38,37.5,0,0,9.49641,6.19106,4.08987,50:00.9,142.873,625.2525,0,2.173913043478311
50:01.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.85,39.85,40.15,5,0.3,0.5,0,0.337,3.5,0.45,8572.38,37.5,0,0,9.49641,6.19106,4.08987,50:01.0,142.873,625.645,0,3.7974683544302987
50:01.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.875,39.825,39.525,5,0.8,0.5,0,0.337,3.51,0.46,8560.38,37.4,0,0,9.49641,6.19106,4.08987,50:01.2,142.67299999999997,625.2525,0,2.7777777777777186
50:01.5,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.625,39.825,39.125,5.05,0.8,0.5,0,0.337,3.52,0.47,8560.38,37.4,0,0,0.458326,0.485068,0.489313,50:01.5,142.67299999999997,625.2525,0,2.230483271375516
50:01.7,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.775,39.95,39.15,5.025,0.8,0.5,0,0.337,3.53,0.48,8560.38,37.4,0,0,0.458326,0.485068,0.489313,50:01.7,142.67299999999997,627.215,0,3.7037037037036247
50:01.9,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.7,39.975,39.125,5.025,0.8,0.5,0,0.337,3.54,0.49,8609.54,37.41,0,0,0.458326,0.485068,0.489313,50:01.9,143.49233333333333,627.6075,0,2.8301886792453486
50:02.1,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,149.775,39.975,38.975,5.025,0,0.5,0,0.337,3.55,0.5,8609.54,37.41,0,0,0.458326,0.485068,0.489313,50:02.1,143.49233333333333,627.6075,0,2.9556650246304788
50:02.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.4,40.125,39.475,5.05,0,0,0,0.337,3.56,0.51,8518.87,37.42,0,0,0.458326,0.485068,0.489313,50:02.3,141.98116666666667,629.9625,0,2.5531914893617613
50:02.5,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.425,40.125,39,5.05,0,0,0,0.337,3.57,0.52,8518.87,37.42,0,0,0.458326,0.485068,0.489313,50:02.5,141.98116666666667,629.9625,0,3.7974683544302987
50:02.7,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.125,40.2,38.4,5.05,0,0,0,0.337,3.58,0.53,8592,44.83,0,0,0.458326,0.485068,0.489313,50:02.7,143.2,631.14,0,2.542372881355991
50:03.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,149.475,40.375,37.725,5.05,0.9,0,0,0.337,3.59,0.54,8592,44.83,0,0,0.458326,0.485068,0.489313,50:03.0,143.2,633.8874999999999,0,2.2556390977443126
50:03.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.075,40.55,37.7,5.075,0.9,0.9,0,0.337,3.6,0.55,8592,44.83,0,0,0.458326,0.485068,0.489313,50:03.2,143.2,636.6349999999999,0,3.061224489795989
50:03.4,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.9,40.65,37.225,5.075,0.9,0.9,0,0.337,3.61,0.56,8592.25,36.65,0,0,0.458326,0.485068,0.489313,50:03.4,143.20416666666668,638.2049999999999,0,2.999999999999936
50:03.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.075,40.875,37.625,5.075,0.8,0.9,0,0.337,3.62,0.57,8592.25,36.65,0,0,0.458326,0.485068,0.489313,50:03.6,143.20416666666668,641.7375,0,2.4291497975709064
50:03.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.35,40.975,38.125,5.05,0.8,1.1,0,0.337,3.63,0.58,8581.88,44.01,0,0,0.458326,0.485068,0.489313,50:03.8,143.03133333333332,643.3075,0,3.061224489795853
50:04.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.225,40.825,37.025,5.05,0.8,1.1,0,0.337,3.64,0.59,8581.88,44.01,0,0,0.458326,0.485068,0.489313,50:04.0,143.03133333333332,640.9525,0,3.061224489795989
50:04.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,150.6,41.25,36.175,5.075,0.8,1.1,0,0.337,3.65,0.6,8540.87,44.09,0,0,0.458326,0.485068,0.489313,50:04.2,142.34783333333334,647.625,0,2.7777777777777186
50:04.4,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.35,41.575,37.175,5.075,0.8,1.1,0,0.337,3.66,0.61,8540.87,44.09,0,0,0.458326,0.485068,0.489313,50:04.4,142.34783333333334,652.7275,0,3.6809815950921094
50:04.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,151.675,42.05,36.45,5.1,-0.3,1.1,0,0.337,3.67,0.62,8540.87,44.09,0,0,0.458326,0.485068,0.489313,50:04.6,142.34783333333334,660.185,0,3.389830508474504
50:04.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.425,43.075,36.2,5.1,-0.3,0.7,0,0.337,3.68,0.63,8558.02,43.95,0,0,0.458326,0.485068,0.489313,50:04.8,142.63366666666667,676.2775,0,2.884615384615451
50:04.9,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.05,43.35,36.45,5.1,-0.3,0.7,0,0.337,3.69,0.64,8558.02,43.95,0,0,0.458326,0.485068,0.489313,50:04.9,142.63366666666667,680.595,0,4.999999999999893
50:05.1,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.225,43.375,35.475,5.125,-0.3,0.7,0,0.337,3.7,0.65,8558.02,43.95,0,0,0.458326,0.485068,0.489313,50:05.1,142.63366666666667,680.9875,0,3.0150753768844916
50:05.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.325,43.925,35.275,5.2,1,0.7,0,0.337,3.71,0.66,8596.38,44.03,0,0,0.458326,0.485068,0.489313,50:05.3,143.273,689.6225,0,2.4489795918366823
50:05.5,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.3,44.05,35.325,5.2,1,-0.2,0,0.337,3.72,0.67,8596.38,44.03,0,0,0.458326,0.485068,0.489313,50:05.5,143.273,691.5849999999999,0,5.128205128205247
50:05.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.575,45,33.975,5.2,1,-0.2,0,0.337,3.73,0.68,8596.38,44.03,0,0,0.458326,0.485068,0.489313,50:05.6,143.273,706.5,0,3.7974683544302987
50:05.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,155.15,45.125,33.85,5.225,1,-0.2,0,0.319,3.74,0.69,8549.23,43.98,0,0,0.458326,0.485068,0.489313,50:05.8,142.48716666666667,708.4625,0,3.592814371257568
50:06.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,154.05,45.575,34.975,5.225,1,-0.2,0,0.319,3.75,0.7,8549.23,43.98,0,0,0.458326,0.485068,0.489313,50:06.0,142.48716666666667,715.5275,0,2.843601895734537
50:06.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.5,45.7,34.95,5.2,-0.6,-0.2,0,0.319,3.76,0.71,8549.23,43.98,0,0,0.458326,0.485068,0.489313,50:06.2,142.48716666666667,717.49,0,3.6363636363635585
50:06.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.575,45.6,34.475,5.25,-0.6,-0.4,0,0.319,3.77,0.72,8540.44,43.91,0,0,0.458326,0.485068,0.489313,50:06.3,142.34066666666666,715.92,0,5.084745762711982
50:06.5,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.75,45.85,35.05,5.25,-0.6,-0.4,0,0.319,3.78,0.73,8540.44,43.91,0,0,0.453927,0.478912,0.513844,50:06.5,142.34066666666666,719.845,0,3.0303030303029654
50:06.7,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.175,45.2,34.95,5.275,-0.6,-0.4,0,0.319,3.79,0.74,8540.44,43.91,0,0,0.453927,0.478912,0.513844,50:06.7,142.34066666666666,709.64,0,3.0456852791878877
50:06.8,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.925,45.575,34.65,5.275,0.7,-0.4,0,0.319,3.8,0.75,8560.13,44,0,0,0.453927,0.478912,0.513844,50:06.8,142.6688333333333,715.5275,0,3.7974683544302987
50:07.0,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,152.775,45.375,34.975,5.275,0.7,0.6,0,0.319,3.81,0.76,8560.13,44,0,0,0.453927,0.478912,0.513844,50:07.0,142.6688333333333,712.3874999999999,0,3.0150753768844916
50:07.2,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.25,45.275,35.25,5.25,0.7,0.6,0,0.319,3.82,0.77,8560.13,44,0,0,0.453927,0.478912,0.513844,50:07.2,142.6688333333333,710.8175,0,4.958677685950308
50:07.3,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.7,44.575,35.2,5.275,0.7,0.6,0,0.319,3.83,0.78,8617.36,43.97,0,0,0.453927,0.478912,0.513844,50:07.3,143.62266666666667,699.8275,0,3.658536585365938
50:07.6,21.6,started,started,Dynamic,no fix,"51.985602,6.051186",2,153.575,44.85,34.575,5.3,0.7,0.6,0,0.319,3.84,0.79,8617.36,43.97,0,0,0.453927,0.478912,0.513844,50:07.6,143.62266666666667,704.145,0,2.479338842975154
