datetime,air_temperature,running_status,sonic_status,operation_mode,location_status,location,number_of_rods,sonic_pressure,rotation_pressure,pullup_pressure,pulldown_pressure,inclination_x,inclination_y,flushing_pressure,flushing_debit,depth,depth_raw,sonic_speed,rotation_speed,rotation_speed_duo,rotation_pressure_duo,G_force_z,G_force_x,G_force_y,date_time,sonic_frequency,torque,torque_duo,penetration_speed
22:07.6,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,144.925,41.3,42.85,6.45,0.2,0.5,0.05,2.231,11.55,2.4,6870.5,36.7,0,0,0.424334,0.447047,0.450897,22:07.6,114.50833333333334,648.41,0,7.500000000001172
22:07.7,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,145.05,41.4,42.375,6.4,0.2,0.5,0.05,2.231,11.56,2.41,6893.03,36.69,0,0,0.424334,0.447047,0.450897,22:07.7,114.88383333333333,649.9799999999999,0,7.5949367088605975
22:07.9,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,145.675,41.55,42.85,6.325,0.2,0.5,0.05,2.231,11.57,2.42,6893.03,36.69,0,0,0.424334,0.447047,0.450897,22:07.9,114.88383333333333,652.3349999999999,0,3.726708074534082
22:08.0,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,145.9,41.875,43.2,6.2,0.2,0.5,0.05,2.231,11.58,2.43,6893.03,36.69,0,0,0.424334,0.447047,0.450897,22:08.0,114.88383333333333,657.4375,0,3.9999999999999147
22:08.1,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,145.9,41.85,43.2,6.15,0.3,0.5,0.05,2.231,11.59,2.44,6893.03,36.69,0,0,0.424334,0.447047,0.450897,22:08.1,114.88383333333333,657.045,0,14.99999999999968
22:08.2,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,146,41.75,43.275,6.1,0.3,0.5,0.05,0.375,11.6,2.45,6846.34,36.69,0,0,0.424334,0.447047,0.450897,22:08.2,114.10566666666666,655.475,0,4.477611940298412
22:08.3,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,145.85,41.75,43.7,6.1,0.3,0.6,0.05,0.375,11.61,2.46,6846.34,44.04,0,0,0.424334,0.447047,0.450897,22:08.3,114.10566666666666,655.475,0,6.122448979591706
22:08.3,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,145.85,41.7,43.7,6.1,0.3,0.6,0.05,0.375,11.62,2.47,6846.34,44.04,0,0,0.424334,0.447047,0.450897,22:08.3,114.10566666666666,654.69,0,11.111111111110874
22:08.5,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,145.3,41.65,43.7,6.075,0.3,0.6,0.05,0.375,11.63,2.48,6846.34,44.04,0,0,0.424334,0.447047,0.450897,22:08.5,114.10566666666666,653.905,0,4.1379310344834055
22:08.6,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,146.45,41.925,43.725,6.025,0.3,0.6,0.05,0.375,11.64,2.49,6846.34,44.04,0,0,0.424334,0.447047,0.450897,22:08.6,114.10566666666666,658.2225,0,6.249999999999867
22:08.8,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,154.475,42.8,43.35,5.95,0.3,0.6,0.044,0.375,11.66,2.51,6697.77,36.73,0,0,0.424334,0.447047,0.450897,22:08.8,111.62950000000001,671.9599999999999,0,5.479452054794404
22:08.9,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,152.15,42.35,44.175,5.95,0.6,0.6,0.044,0.375,11.67,2.52,6697.77,36.73,0,0,0.424334,0.447047,0.450897,22:08.9,111.62950000000001,664.895,0,4.958677685950308
22:09.0,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,149.2,42.025,43.975,5.95,0.6,0.6,0.044,3.563,11.68,2.53,6697.77,36.73,0,0,0.424334,0.447047,0.450897,22:09.0,111.62950000000001,659.7924999999999,0,7.5949367088605975
22:09.1,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.275,41.8,43.2,5.95,0.6,0.5,0.044,3.563,11.69,2.54,6697.77,36.73,0,0,0.424334,0.447047,0.450897,22:09.1,111.62950000000001,656.2599999999999,0,4.999999999999893
22:09.2,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,146.75,41.975,43.025,5.875,0.6,0.5,0.044,3.563,11.7,2.55,6873.18,36.67,0,0,0.424334,0.447047,0.450897,22:09.2,114.55300000000001,659.0074999999999,0,5.1282051282050185
22:09.3,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,146.75,42.025,42.675,5.925,0.6,0.5,0.044,3.563,11.71,2.56,6873.18,36.67,0,0,0.424334,0.447047,0.450897,22:09.3,114.55300000000001,659.7924999999999,0,7.500000000001172
22:09.5,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.2,42.025,41.65,5.9,0.6,0.5,0.044,3.563,11.72,2.57,6873.18,36.67,0,0,0.424334,0.447047,0.450897,22:09.5,114.55300000000001,659.7924999999999,0,4.444444444
22:09.5,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.375,42.225,41.825,5.9,0.6,0.5,0.044,3.563,11.73,2.58,6873.18,36.67,0,0,0.424334,0.447047,0.450897,22:09.5,114.55300000000001,662.9325,0,6.818181818181674
22:09.7,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.625,42.15,41.975,5.925,0.2,0.5,0.044,3.563,11.74,2.59,6873.18,36.67,0,0,0.424334,0.447047,0.450897,22:09.7,114.55300000000001,661.755,0,4.799999999999898
22:09.8,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.475,41.95,41.55,5.9,0.2,0.5,0.044,4.275,11.75,2.6,6894.14,36.33,0,0,0.424334,0.447047,0.450897,22:09.8,114.90233333333335,658.615,0,5.555555555555437
22:09.9,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.65,42.275,41.45,5.9,0.2,0.5,0.044,4.275,11.76,2.61,6894.14,36.33,0,0,0.424334,0.447047,0.450897,22:09.9,114.90233333333335,663.7175,0,7.692307692307528
22:10.0,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,150.65,43.05,40.825,5.925,0.2,0.5,0.044,4.275,11.77,2.62,6894.14,36.33,0,0,0.424334,0.447047,0.450897,22:10.0,114.90233333333335,675.8849999999999,0,4.999999999999893
22:10.1,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,153.725,43.425,40.5,5.95,0.2,0.5,0.044,4.275,11.78,2.63,6894.14,36.33,0,0,0.424334,0.447047,0.450897,22:10.1,114.90233333333335,681.7724999999999,0,7.1428571428569905
22:10.2,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,152.575,42.925,40.85,6.025,0.2,0.5,0.044,4.275,11.79,2.64,6884.94,36.72,0,0,0.424334,0.447047,0.450897,22:10.2,114.749,673.9224999999999,0,3.75
22:10.3,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,150.5,42.675,40.975,6.05,0.2,0.5,0.044,4.275,11.8,2.65,6884.94,36.72,0,0,0.424334,0.447047,0.450897,22:10.3,114.749,669.9975,0,7.500000000001172
22:10.4,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,148.725,42.3,40.775,6.075,0.2,0.5,0.044,4.275,11.81,2.66,6884.94,36.72,0,0,0.424334,0.447047,0.450897,22:10.4,114.749,664.1099999999999,0,5.0420168067225815
22:10.5,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.875,42.225,40.125,6.125,-0.2,0.5,0.044,12.469,11.82,2.67,6884.94,36.72,0,0,0.424334,0.447047,0.450897,22:10.5,114.749,662.9325,0,5.084745762711757
22:10.7,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.725,42.525,40,6.225,-0.2,0.2,0.044,12.469,11.83,2.68,6884.94,36.72,0,0,0.424334,0.447047,0.450897,22:10.7,114.749,667.6424999999999,0,4.878048780487701
22:10.7,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.9,43.075,39.625,6.275,-0.2,0.2,0.044,12.469,11.84,2.69,6869.12,36.69,0,0,0.424334,0.447047,0.450897,22:10.7,114.48533333333333,676.2775,0,7.5949367088605975
22:10.9,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,148.375,43.175,40.6,6.35,-0.2,0.2,0.044,12.469,11.85,2.7,6869.12,36.69,0,0,0.424334,0.447047,0.450897,22:10.9,114.48533333333333,677.8475,0,3.896103896103813
22:11.0,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,149.125,43.25,39.275,6.475,-0.2,0.2,0.044,12.469,11.86,2.71,6869.12,36.69,0,0,0.395492,0.436339,0.440767,22:11.0,114.48533333333333,679.025,0,4.347826086956429
22:11.1,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,148.9,43.25,39.075,6.5,-0.2,0.2,0.044,12.469,11.87,2.72,6869.12,36.69,0,0,0.395492,0.436339,0.440767,22:11.1,114.48533333333333,679.025,0,14.634146341463103
22:11.2,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,149.575,43.375,39.325,6.625,-0.2,0.2,0.05,12.469,11.88,2.73,6918.31,36.69,0,0,0.395492,0.436339,0.440767,22:11.2,115.30516666666668,680.9875,0,5.128205128
22:11.4,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,154.2,44.275,39.625,6.775,0.2,0.2,0.05,17.456,11.89,2.74,6918.31,36.72,0,0,0.395492,0.436339,0.440767,22:11.4,115.30516666666668,695.1175,0,3.726708074534082
22:11.4,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,154.575,44.325,39.675,6.825,0.2,0.2,0.05,17.456,11.9,2.75,6918.31,36.72,0,0,0.395492,0.436339,0.440767,22:11.4,115.30516666666668,695.9025,0,14.634146341463103
22:11.6,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,152.375,43.6,40.1,7,0.2,0.5,0.05,17.456,11.91,2.76,6918.31,36.72,0,0,0.395492,0.436339,0.440767,22:11.6,115.30516666666668,684.52,0,3.773584905660297
22:11.7,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,150.5,43.275,40.1,7.075,0.2,0.5,0.05,17.456,11.92,2.77,6918.31,36.72,0,0,0.395492,0.436339,0.440767,22:11.7,115.30516666666668,679.4174999999999,0,5.084745762711757
22:11.8,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,149.7,43.1,40.125,7.2,0.2,0.5,0.05,17.456,11.93,2.78,7051.83,44.02,0,0,0.395492,0.436339,0.440767,22:11.8,117.5305,676.67,0,7.407407407407249
22:11.9,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,148.425,42.85,40.125,7.25,0.2,0.5,0.05,17.456,11.94,2.79,7051.83,44.02,0,0,0.395492,0.436339,0.440767,22:11.9,117.5305,672.745,0,5.1282051282050185
22:12.0,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,148.175,42.85,40.95,7.275,0.2,0.5,0.044,17.456,11.95,2.8,7051.83,44.02,0,0,0.395492,0.436339,0.440767,22:12.0,117.5305,672.745,0,5.0420168067225815
22:12.1,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.65,42.75,40.15,7.325,0.1,0.5,0.044,10.875,11.96,2.81,7051.83,44.02,0,0,0.395492,0.436339,0.440767,22:12.1,117.5305,671.175,0,5.084745762712659
22:12.2,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.075,42.825,40.05,7.35,0.1,0.5,0.044,10.875,11.97,2.82,6867.06,43.84,0,0,0.395492,0.436339,0.440767,22:12.2,114.45100000000001,672.3525,0,4.918032786885141
22:12.3,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.3,43.275,39.675,7.4,0.1,0.4,0.044,10.875,11.98,2.83,6867.06,43.84,0,0,0.395492,0.436339,0.440767,22:12.3,114.45100000000001,679.4174999999999,0,4.999999999999893
22:12.4,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.625,43.325,39.475,7.425,0.1,0.4,0.044,10.875,11.99,2.84,6867.06,43.84,0,0,0.395492,0.436339,0.440767,22:12.4,114.45100000000001,680.2025,0,6.593406593406453
22:12.5,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.575,43.425,39.225,7.475,0.1,0.4,0.044,10.875,12,2.85,6867.06,43.84,0,0,0.395492,0.436339,0.440767,22:12.5,114.45100000000001,681.7724999999999,0,7.5949367088605975
22:12.6,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.55,43.4,39.175,7.5,0.1,0.4,0.044,10.875,12.01,2.86,6867.06,43.84,0,0,0.395492,0.436339,0.440767,22:12.6,114.45100000000001,681.38,0,6.451612903225669
22:12.8,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,148.3,43.85,38.625,7.675,0.1,0.4,0.05,10.875,12.02,2.87,6894.05,36.81,0,0,0.395492,0.436339,0.440767,22:12.8,114.90083333333334,688.4449999999999,0,3.092783505154573
22:12.8,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,148.65,43.85,38.725,7.725,0,0.4,0.05,10.875,12.03,2.88,6894.05,36.81,0,0,0.395492,0.436339,0.440767,22:12.8,114.90083333333334,688.4449999999999,0,14.99999999999968
22:13.0,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,149.6,44.425,39.25,7.8,0,0.4,0.05,0.375,12.04,2.89,6894.05,36.81,0,0,0.395492,0.436339,0.440767,22:13.0,114.90083333333334,697.4725,0,4.799999999999898
22:13.1,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,153.475,45.6,39.525,7.925,0,0.5,0.05,0.375,12.05,2.9,6894.05,36.81,0,0,0.395492,0.436339,0.440767,22:13.1,114.90083333333334,715.92,0,4.918032786886015
22:13.2,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,157.6,46.75,38.975,7.975,0,0.5,0.05,0.375,12.06,2.91,6875.47,36.74,0,0,0.395492,0.436339,0.440767,22:13.2,114.59116666666667,733.975,0,5.1282051282050185
22:13.3,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,158.425,46.95,39.3,8.05,0,0.5,0.05,0.375,12.07,2.92,6875.47,36.74,0,0,0.395492,0.436339,0.440767,22:13.3,114.59116666666667,737.115,0,7.5949367088605975
22:13.4,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,156.525,46.475,40.95,8.075,0,0.5,0.05,0.375,12.08,2.93,6875.47,36.74,0,0,0.395492,0.436339,0.440767,22:13.4,114.59116666666667,729.6575,0,5.084745762711757
22:13.5,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,154.375,45.85,41.075,8.05,0,0.5,0.05,0.375,12.09,2.94,6875.47,36.74,0,0,0.395492,0.436339,0.440767,22:13.5,114.59116666666667,719.845,0,7.692307692307528
22:13.6,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,154.8,45.6,41.225,8.05,0,0.5,0.05,0.375,12.1,2.95,6875.47,36.74,0,0,0.395492,0.436339,0.440767,22:13.6,114.59116666666667,715.92,0,5.0420168067225815
22:13.7,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,155.55,45.65,39.475,8.075,0.3,0.5,0.05,0.375,12.11,2.96,6862.14,36.76,0,0,0.395492,0.436339,0.440767,22:13.7,114.369,716.7049999999999,0,5.1282051282050185
22:13.9,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,152.325,44.225,25.225,8.55,0.3,0.6,0.05,0.375,12.12,2.97,6862.14,36.76,0,0,0.395492,0.436339,0.440767,22:13.9,114.369,694.3325,0,2.985074626865608
22:14.1,26.2,started,started,Dynamic,no fix,"51.985602,6.051186",3,149.8,42.425,19.475,9.375,0.3,0.6,0.05,0.375,12.13,2.98,6862.14,36.76,0,0,0.395492,0.436339,0.440767,22:14.1,114.369,666.0724999999999,0,3.5928143712580463
22:14.3,26.1,started,started,Dynamic,no fix,"51.985602,6.051186",3,147.1,41.625,18.3,10.575,0.3,0.6,0.05,0.375,12.14,2.99,6885.73,36.73,0,0,0.395492,0.436339,0.440767,22:14.3,114.76216666666666,653.5124999999999,0,2.7149321266967745
47:31.3,28.4,started,stopped,Dynamic,no fix,"51.985602,6.051186",4,27.125,39.6,43.425,5.05,0.7,0.5,0.056,14.231,12.15,-0.05,0,21.95,0,0,0.39854,0.415785,0.412855,47:31.3,0,621.72,0,0.000395528
47:31.5,28.4,started,stopped,Dynamic,no fix,"51.985602,6.051186",4,27.1,53.925,42.7,5.3,0.7,0.5,0.056,26.044,12.16,-0.04,0,21.95,0,0,0.39854,0.415785,0.412855,47:31.5,0,846.6225,0,3.061224489795853
47:31.6,28.4,started,stopped,Dynamic,no fix,"51.985602,6.051186",4,27.1,54.275,41.925,5.425,0.7,0.5,0.056,26.044,12.17,-0.03,0,21.95,0,0,0.39854,0.415785,0.412855,47:31.6,0,852.1175,0,5.0420168067225815
47:31.9,28.4,started,stopped,Dynamic,no fix,"51.985602,6.051186",4,27.15,43.5,34.45,5.55,0.6,0.5,0.062,26.044,12.18,-0.02,0,36.66,0,0,0.39854,0.415785,0.412855,47:31.9,0,682.9499999999999,0,1.6997167138809837
47:35.1,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,27.15,143.7,13.625,5.775,0.5,0.4,0.056,14.044,12.19,-0.01,53.61,29.33,0,0,0.397156,0.414136,0.411052,47:35.1,0.8935,2256.0899999999997,0,0.19181585677748952
47:37.6,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,80.1,137.425,10.05,17.275,0.5,0.4,0.062,15.506,12.2,0,511.73,36.68,0,0,0.397156,0.414136,0.411052,47:37.6,8.528833333333333,2157.5725,0,0.23847376788552752
47:39.4,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,111.475,99.525,10.025,17.25,0.2,0.4,0.062,7.369,12.21,0.01,2408.94,43.97,0,0,0.399378,0.418697,0.414646,47:39.4,40.149,1562.5425,0,0.32223415682067336
47:40.4,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,127.825,112.575,10.05,17.075,0.5,0.6,0.062,10.931,12.22,0.02,3332.07,43.98,0,0,0.399378,0.418697,0.414646,47:40.4,55.5345,1767.4275,0,0.5940594059405814
47:41.5,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,171.75,96.775,10.225,16.95,0.6,0.1,0.056,11.7,12.23,0.03,4086.71,43.82,0,0,0.399378,0.418697,0.414646,47:41.5,68.11183333333334,1519.3675,0,0.568181818
47:42.0,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,153.525,83.05,10.525,16.85,0.6,0.6,0.056,10.219,12.24,0.04,4463.02,44.03,0,0,0.399378,0.418697,0.414646,47:42.0,74.38366666666667,1303.885,0,1.1741682974559435
47:42.5,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,153.55,83.275,10.4,16.875,0.4,0.5,0.062,10.369,12.25,0.05,4817.56,44.05,0,0,0.399378,0.418697,0.414646,47:42.5,80.29266666666668,1307.4175,0,1.1406844106463634
47:43.2,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,152.525,84.675,10.375,16.875,0.5,0.5,0.056,10.369,12.26,0.06,5395.67,44.01,0,0,0.399378,0.418697,0.414646,47:43.2,89.92783333333334,1329.3974999999998,0,0.9202453987729865
47:43.6,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,201.725,82.825,10.725,16.75,0.5,0.7,0.056,12.375,12.27,0.07,5395.67,44.01,0,0,0.399378,0.418697,0.414646,47:43.6,89.92783333333334,1300.3525,0,1.3729977116704513
47:43.8,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,230.075,72.3,12.425,16,0.5,0.7,0.056,12.375,12.28,0.08,5650.58,44.03,0,0,0.399378,0.418697,0.414646,47:43.8,94.17633333333333,1135.11,0,3.7974683544302987
47:43.9,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,242.9,67.35,15.525,15.375,0.4,0.7,0.056,12.375,12.29,0.09,5650.58,44.03,0,0,0.399378,0.418697,0.414646,47:43.9,94.17633333333333,1057.3949999999998,0,6.315789473684076
47:43.9,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,242.9,63.95,18.225,14.525,0.4,0.7,0.062,12.375,12.3,0.1,5650.58,44.03,0,0,0.399378,0.418697,0.414646,47:43.9,94.17633333333333,1004.015,0,13.636363636365768
47:44.0,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,251.225,57.425,22.425,12.275,0.4,0.7,0.062,12.375,12.31,0.11,5650.58,44.03,0,0,0.399378,0.418697,0.414646,47:44.0,94.17633333333333,901.5724999999999,0,7.317073170731551
47:44.0,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,253,54.675,26.15,11.275,0.4,0.7,0.062,12.375,12.33,0.13,5650.58,44.03,0,0,0.399378,0.418697,0.414646,47:44.0,94.17633333333333,858.3974999999999,0,30.769230769230113
47:44.1,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,253.3,51.925,29.55,11.275,0.4,0.4,0.062,13.256,12.34,0.14,5650.58,44.03,0,0,0.399378,0.418697,0.414646,47:44.1,94.17633333333333,815.2225,0,13.33333333333305
47:44.2,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,244.3,49.675,33.95,9.9,0.4,0.4,0.062,13.256,12.37,0.17,5897.87,44.03,0,0,0.399378,0.418697,0.414646,47:44.2,98.29783333333333,779.8974999999999,0,19.78021978021936
47:44.3,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,234.45,46.55,34.9,9.125,0.4,0.4,0.062,13.256,12.38,0.18,5897.87,51.45,0,0,0.399378,0.418697,0.414646,47:44.3,98.29783333333333,730.8349999999999,0,7.317073170732851
47:44.3,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,213.075,45.025,34.625,8.775,0.4,0.4,0.062,13.256,12.39,0.19,5897.87,51.45,0,0,0.402135,0.421922,0.418141,47:44.3,98.29783333333333,706.8924999999999,0,7.792207792207626
47:44.4,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,203.875,45.025,33.9,8.575,0.4,0.4,0.062,13.256,12.4,0.2,5897.87,51.45,0,0,0.402135,0.421922,0.418141,47:44.4,98.29783333333333,706.8924999999999,0,14.99999999999968
47:44.4,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,203.875,44.875,32.5,8.325,0.4,0.4,0.062,13.256,12.41,0.21,5897.87,51.45,0,0,0.402135,0.421922,0.418141,47:44.4,98.29783333333333,704.5375,0,14.99999999999968
47:44.5,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,195.6,45.1,32.5,8.1,0.4,0.4,0.062,13.256,12.42,0.22,5897.87,51.45,0,0,0.402135,0.421922,0.418141,47:44.5,98.29783333333333,708.0699999999999,0,15.384615384615056
47:44.5,28.4,started,started,Dynamic,no fix,"51.985602,6.051186",4,186.8,45.575,31.5,8.1,0.4,0.4,0.062,13.256,12.43,0.23,5897.87,51.45,0,0,0.402135,0.421922,0.418141,47:44.5,98.29783333333333,715.5275,0,15.384615384615056
47:44.5,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,177.825,46.3,30.225,7.975,0.4,0.4,0.062,13.256,12.44,0.24,5897.87,51.45,0,0,0.402135,0.421922,0.418141,47:44.5,98.29783333333333,726.91,0,15.384615384615056
47:44.6,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,169.725,47.3,28.9,7.75,0.4,0.4,0.062,13.256,12.45,0.25,5897.87,51.45,0,0,0.402135,0.421922,0.418141,47:44.6,98.29783333333333,742.6099999999999,0,7.5949367088605975
47:44.7,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,155.75,48.875,26.775,7.7,0.3,0.4,0.062,13.256,12.46,0.26,6064.79,51.45,0,0,0.402135,0.421922,0.418141,47:44.7,101.07983333333333,767.3375,0,7.228915662651732
47:44.7,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,155.75,48.875,25.575,7.625,0.3,0.4,0.062,13.256,12.47,0.27,6064.79,51.23,0,0,0.402135,0.421922,0.418141,47:44.7,101.07983333333333,767.3375,0,14.99999999999968
47:44.8,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,147.45,51.175,24.75,7.625,0.3,0.4,0.062,13.256,12.48,0.28,6064.79,51.23,0,0,0.402135,0.421922,0.418141,47:44.8,101.07983333333333,803.4474999999999,0,7.5949367088605975
47:44.9,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,143.65,52.8,21.825,7.775,0.3,0.8,0.062,10.406,12.49,0.29,6064.79,51.23,0,0,0.402135,0.421922,0.418141,47:44.9,101.07983333333333,828.9599999999999,0,7.692307692307528
47:44.9,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,144.925,54.8,20.55,8,0.3,0.8,0.062,10.406,12.5,0.3,6064.79,51.23,0,0,0.402135,0.421922,0.418141,47:44.9,101.07983333333333,860.3599999999999,0,15.384615384615056
47:45.1,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,152.75,61.825,18.95,8.575,0.3,0.8,0.062,10.406,12.51,0.31,6064.79,51.23,0,0,0.402135,0.421922,0.418141,47:45.1,101.07983333333333,970.6525,0,4.511278195488625
47:45.2,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,157.225,63.15,18.55,9.2,0.3,0.8,0.062,10.406,12.52,0.32,6064.79,51.23,0,0,0.402135,0.421922,0.418141,47:45.2,101.07983333333333,991.4549999999999,0,7.692307692307528
47:45.2,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,166.275,64.55,17.975,9.5,0.3,0.8,0.062,10.406,12.53,0.33,6079.8,51.27,0,0,0.402135,0.421922,0.418141,47:45.2,101.33,1013.435,0,7.5949367088605975
47:45.3,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,170.5,64.425,18.85,10,0.3,0.8,0.062,10.406,12.54,0.34,6079.8,51.27,0,0,0.402135,0.421922,0.418141,47:45.3,101.33,1011.4724999999999,0,7.5949367088605975
47:45.4,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,173.825,63.55,20.05,10.1,0.3,0.8,0.062,10.406,12.55,0.35,6079.8,51.27,0,0,0.402135,0.421922,0.418141,47:45.4,101.33,997.7349999999999,0,7.500000000001172
47:45.4,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,179.475,62.025,21.25,10.1,0.3,0.8,0.062,10.406,12.56,0.36,6079.8,51.27,0,0,0.402135,0.421922,0.418141,47:45.4,101.33,973.7924999999999,0,15.78947368421019
47:45.5,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,183.625,57.5,23.975,9.875,0.6,0.8,0.062,10.406,12.58,0.38,6079.8,51.27,0,0,0.402135,0.421922,0.418141,47:45.5,101.33,902.75,0,12.121212121211862
47:45.6,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,183.625,54.75,23.975,9.875,0.6,0.8,0.062,10.406,12.59,0.39,6079.8,51.27,0,0,0.402135,0.421922,0.418141,47:45.6,101.33,859.5749999999999,0,13.636363636363347
47:45.6,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,185.425,52.45,25.75,9.325,0.6,0.8,0.062,10.406,12.6,0.4,6079.8,51.27,0,0,0.402135,0.421922,0.418141,47:45.6,101.33,823.465,0,16.216216216215873
47:45.7,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,188.725,49.1,29.9,8.75,0.6,1,0.062,24.45,12.62,0.42,6071.86,51.25,0,0,0.402135,0.421922,0.418141,47:45.7,101.19766666666666,770.87,0,11.538461538461293
47:45.8,28.5,started,started,Dynamic,no fix,"51.985602,6.051186",4,190.175,48.15,29.9,8.5,0.6,1,0.062,24.45,12.63,0.43,6071.86,51.25,0,0,0.402135,0.421922,0.418141,47:45.8,101.19766666666666,755.9549999999999,0,7.317073170732851
