datetime,air_temperature,sonic_status,operation_mode,number_of_rods,sonic_pressure,rotation_pressure,pullup_pressure,pulldown_pressure,inclination_x,inclination_y,flushing_pressure,flushing_debit,depth,depth_raw,sonic_speed,rotation_speed,G_force_z,G_force_x,G_force_y,sonic_frequency,torque,penetration_speed,qc,fs
26:32.9,20.8,1,1,5,149.575,58.225,23.525,12.55,0.1,0.6,0.1,13.35,16.02,0.77,5308.45,44.07,0.455075,0.476783,0.492072,88.47416666666666,914.1325,5.128205128204107,28.32,93.62
26:33.0,20.8,1,1,5,149.65,58.425,23.6,13.0,0.1,0.6,0.1,13.35,16.03,0.78,5308.45,44.07,0.455075,0.476783,0.492072,88.47416666666666,917.2725,5.084745762712659,28.57,92.1
26:33.2,20.8,1,1,5,155.075,59.75,23.45,13.425,0.6,0.6,0.1,13.35,16.04,0.79,5207.29,44.05,0.455075,0.476783,0.492072,86.78816666666667,938.075,3.8216560509546538,28.76,92.62
26:33.2,20.8,1,1,5,155.075,60.375,23.6,13.575,0.6,0.6,0.106,13.35,16.05,0.8,5207.29,44.05,0.455075,0.476783,0.492072,86.78816666666667,947.8875,15.000000000002345,28.6,95.3
26:33.3,20.9,1,1,5,163.875,60.55,23.825,13.625,0.6,0.6,0.106,13.35,16.06,0.81,5207.29,44.05,0.455075,0.476783,0.492072,86.78816666666667,950.635,5.128205128204107,28.36,96.6
26:33.5,20.9,1,1,5,168.6,59.45,26.125,13.45,0.6,0.4,0.106,12.431,16.07,0.82,5207.29,44.05,0.455075,0.476783,0.492072,86.78816666666667,933.365,3.773584905660967,28.2,96.2
26:33.5,20.9,1,1,5,168.6,59.45,27.3,13.25,0.6,0.4,0.106,12.431,16.08,0.83,5207.29,44.05,0.455075,0.476783,0.492072,86.78816666666667,933.365,14.285714285711444,28.13,81.26
26:33.6,20.9,1,1,5,170.475,57.025,29.5,12.4,0.6,0.4,0.106,12.431,16.09,0.84,5189.68,44.04,0.455075,0.476783,0.492072,86.49466666666667,895.2924999999999,7.594936708861947,27.75,82.8
26:33.6,20.9,1,1,5,171.2,55.825,29.5,12.4,0.6,0.4,0.106,12.431,16.1,0.85,5189.68,44.04,0.455075,0.476783,0.492072,86.49466666666667,876.4525,15.38461538461779,27.49,74.66
26:33.7,20.9,1,1,5,172.375,53.525,32.25,11.0,0.6,0.4,0.106,12.431,16.11,0.86,5189.68,44.04,0.455075,0.476783,0.492072,86.49466666666667,840.3425,5.084745762710853,27.3,82.7
26:33.8,20.9,1,1,5,172.875,52.7,32.25,11.0,0.6,0.4,0.106,12.431,16.12,0.87,5189.68,44.04,0.455075,0.476783,0.492072,86.49466666666667,827.39,15.000000000002345,27.12,80.1
26:33.9,20.9,1,1,5,174.025,51.925,33.05,10.125,0.6,0.4,0.106,12.431,16.13,0.88,5189.68,44.04,0.455075,0.476783,0.492072,86.49466666666667,815.2225,5.504587155962208,27.07,72.26
26:34.0,20.9,1,1,5,174.925,49.75,34.0,9.375,-0.1,0.4,0.1,12.431,16.14,0.89,5189.68,44.04,0.455075,0.476783,0.492072,86.49466666666667,781.0749999999999,6.060606060607007,26.62,68.66
26:34.1,20.8,1,1,5,175.55,48.975,34.475,8.45,-0.1,0.4,0.1,12.431,16.15,0.9,5144.23,44.03,0.455075,0.476783,0.492072,85.73716666666665,768.9075,5.999999999998806,26.26,74.5
26:34.2,20.8,1,1,5,176.35,48.8,34.35,8.175,-0.1,0.6,0.1,12.938,16.16,0.91,5144.23,44.03,0.455075,0.476783,0.492072,85.73716666666665,766.16,6.818181818182884,26.18,72.18
26:34.2,20.8,1,1,5,176.8,48.825,34.5,8.05,-0.1,0.6,0.1,12.938,16.17,0.92,5144.23,44.03,0.455075,0.476783,0.492072,85.73716666666665,766.5525,15.38461538461779,25.91,68.86
26:34.3,20.8,1,1,5,177.075,49.475,34.775,7.725,-0.1,0.6,0.1,12.938,16.18,0.93,5144.23,44.03,0.455075,0.476783,0.492072,85.73716666666665,776.7574999999999,7.142857142855721,25.78,70.4
26:34.3,20.8,1,1,5,177.15,49.625,34.775,7.725,-0.1,0.6,0.1,12.938,16.19,0.94,5144.23,44.03,0.455075,0.476783,0.492072,85.73716666666665,779.1125,14.6341463414657,25.51,75.22
26:34.5,20.9,1,1,5,177.15,50.5,34.425,7.35,-0.1,0.6,0.1,12.938,16.2,0.95,5144.23,44.03,0.455075,0.476783,0.492072,85.73716666666665,792.8499999999999,5.128205128204107,25.28,72.9
26:34.6,20.9,1,1,5,177.475,50.725,34.75,7.2,-0.1,0.6,0.1,12.938,16.21,0.96,5144.23,44.03,0.455075,0.476783,0.492072,85.73716666666665,796.3824999999999,6.3829787234052535,24.98,77.02
26:34.6,20.9,1,1,5,177.825,50.25,35.1,7.15,-0.1,0.6,0.1,12.938,16.22,0.97,5185.92,36.64,0.455075,0.476783,0.492072,86.432,788.925,7.594936708859248,24.59,80.66
26:34.7,20.9,1,1,5,177.825,49.85,35.525,7.075,-0.1,0.6,0.1,12.938,16.23,0.98,5185.92,36.64,0.455075,0.476783,0.492072,86.432,782.645,7.407407407408565,24.5,87.26
26:34.8,20.9,1,1,5,178.0,49.625,36.1,6.875,0.2,0.6,0.112,12.938,16.24,0.99,5185.92,36.64,0.455075,0.476783,0.492072,86.432,779.1125,7.792207792206242,24.36,87.5
26:34.8,20.9,1,1,5,178.0,49.4,36.025,6.875,0.2,0.6,0.112,12.938,16.25,1.0,5185.92,36.64,0.455075,0.476783,0.492072,86.432,775.5799999999999,15.38461538461779,24.27,86.18
26:35.0,20.9,1,1,5,178.6,49.125,36.075,6.825,0.2,0.6,0.112,12.938,16.26,1.01,5185.92,36.64,0.455075,0.476783,0.492072,86.432,771.2624999999999,5.042016806723478,24.22,90.64
26:35.0,20.9,1,1,5,178.75,49.15,36.3,6.675,0.2,0.6,0.112,0.375,16.27,1.02,5185.92,36.64,0.455075,0.476783,0.492072,86.432,771.655,7.594936708859248,24.22,90.7
26:35.1,20.9,1,1,5,179.025,49.05,36.3,6.65,0.2,0.6,0.112,0.375,16.28,1.03,5222.01,36.62,0.455075,0.476783,0.492072,87.0335,770.0849999999999,15.000000000002345,24.16,92.0
26:35.2,20.9,1,1,5,179.575,49.125,36.0,6.65,0.2,0.6,0.112,0.375,16.29,1.04,5222.01,36.62,0.455075,0.476783,0.492072,87.0335,771.2624999999999,7.594936708859248,24.1,100.8
26:35.2,20.9,1,1,5,179.8,48.9,36.1,6.575,0.2,0.6,0.112,0.375,16.3,1.05,5222.01,36.62,0.455075,0.476783,0.492072,87.0335,767.7299999999999,7.594936708861947,24.12,102.8
26:35.3,20.9,1,1,5,180.15,48.925,36.45,6.525,0.2,0.6,0.112,0.375,16.31,1.06,5222.01,36.62,0.455075,0.476783,0.492072,87.0335,768.1225,7.407407407405933,23.73,95.58
26:35.4,20.9,1,1,5,180.2,48.9,36.325,6.5,0.2,0.6,0.112,0.375,16.32,1.07,5222.01,36.62,0.455075,0.476783,0.492072,87.0335,767.7299999999999,7.407407407408565,23.88,91.38
26:35.5,20.9,1,1,5,180.4,48.8,36.2,6.45,0.2,0.6,0.112,0.375,16.33,1.08,5222.01,36.62,0.455075,0.476783,0.492072,87.0335,766.16,6.896551724136559,23.9,91.1
26:35.6,20.9,1,1,5,180.425,48.65,36.075,6.5,-0.7,0.6,0.1,0.375,16.34,1.09,5303.36,36.68,0.455075,0.476783,0.492072,88.38933333333333,763.805,6.521739130435802,23.76,91.14
26:35.6,20.9,1,1,5,180.4,48.65,36.1,6.425,-0.7,0.6,0.1,0.375,16.35,1.1,5303.36,36.68,0.455075,0.476783,0.492072,88.38933333333333,763.805,14.285714285716518,23.82,89.22
26:35.8,20.9,1,1,5,180.525,48.65,35.825,6.475,-0.7,0.5,0.1,5.831,16.37,1.12,5303.36,36.68,0.455075,0.476783,0.492072,88.38933333333333,763.805,5.797101449275239,23.75,87.84
26:35.9,20.9,1,1,5,180.55,48.65,35.75,6.425,-0.7,0.5,0.1,5.831,16.38,1.13,5303.36,36.68,0.455075,0.476783,0.492072,88.38933333333333,763.805,14.285714285711444,23.75,88.54
26:36.0,20.9,1,1,5,181.1,48.75,35.825,6.45,-0.7,0.5,0.1,5.831,16.4,1.15,5303.36,36.68,0.455075,0.476783,0.492072,88.38933333333333,765.375,7.317073170731551,24.12,89.26
26:36.1,20.9,1,1,5,181.3,48.8,35.775,6.5,-0.7,0.5,0.1,5.831,16.41,1.16,5308.28,36.65,0.455075,0.476783,0.492072,88.47133333333333,766.16,7.692307692308895,24.24,88.58
26:36.2,20.9,1,1,5,181.45,48.6,35.975,6.575,-0.7,0.5,0.1,5.831,16.42,1.17,5308.28,36.65,0.455075,0.476783,0.492072,88.47133333333333,763.02,7.594936708861947,24.32,89.18
26:36.3,20.9,1,1,5,181.5,48.575,36.225,6.575,-0.7,0.5,0.1,5.831,16.43,1.18,5308.28,36.65,0.455075,0.476783,0.492072,88.47133333333333,762.6275,7.594936708859248,24.47,89.86
26:36.3,20.9,1,1,5,181.65,48.7,36.2,6.675,0.8,0.5,0.1,5.831,16.44,1.19,5308.28,36.65,0.455075,0.476783,0.492072,88.47133333333333,764.59,7.594936708861947,24.57,90.3
26:36.4,20.9,1,1,5,181.8,48.725,36.3,6.675,0.8,0.5,0.1,5.831,16.45,1.2,5308.28,36.65,0.455075,0.476783,0.492072,88.47133333333333,764.9825,7.594936708859248,24.67,90.64
26:36.5,20.9,1,1,5,181.925,49.05,36.275,6.725,0.8,0.5,0.1,5.831,16.46,1.21,5308.28,36.65,0.430717,0.461289,0.483417,88.47133333333333,770.0849999999999,7.692307692308895,24.72,92.36
26:36.6,20.9,1,1,5,181.925,49.025,36.225,6.75,0.8,0.6,0.1,0.375,16.47,1.22,5322.09,36.68,0.430717,0.461289,0.483417,88.7015,769.6925,7.692307692306162,24.83,94.86
26:36.7,20.9,1,1,5,182.1,48.9,36.425,6.825,0.8,0.6,0.1,0.375,16.48,1.23,5322.09,36.68,0.430717,0.461289,0.483417,88.7015,767.7299999999999,7.692307692308895,24.95,95.58
26:36.7,20.9,1,1,5,182.3,48.925,36.625,6.825,0.8,0.6,0.1,0.375,16.49,1.24,5322.09,36.68,0.430717,0.461289,0.483417,88.7015,768.1225,7.407407407405933,25.09,95.54
26:36.8,20.9,1,1,5,182.65,48.95,36.65,6.95,0.8,0.6,0.1,0.375,16.5,1.25,5322.09,36.68,0.430717,0.461289,0.483417,88.7015,768.515,7.594936708861947,25.23,95.74
26:36.9,20.9,1,1,5,182.55,48.925,36.85,6.975,0.8,0.6,0.1,0.375,16.51,1.26,5322.09,36.68,0.430717,0.461289,0.483417,88.7015,768.1225,6.741573033708919,25.32,95.38
26:37.0,20.9,1,1,5,182.5,49.0,37.025,7.025,0.8,0.6,0.1,0.375,16.52,1.27,5322.09,36.68,0.430717,0.461289,0.483417,88.7015,769.3,7.692307692306162,25.59,93.74
26:37.1,20.9,1,1,5,182.7,48.875,36.775,7.075,0.8,0.6,0.1,0.375,16.53,1.28,5381.13,36.68,0.430717,0.461289,0.483417,89.6855,767.3375,7.142857142858259,25.82,90.84
26:37.1,20.9,1,1,5,182.725,48.8,37.125,7.075,0.8,0.6,0.1,0.375,16.54,1.29,5381.13,36.58,0.430717,0.461289,0.483417,89.6855,766.16,15.789473684207383,26.07,94.84
26:37.2,20.9,1,1,5,182.675,48.85,37.775,7.125,2.1,0.6,0.106,0.375,16.55,1.3,5381.13,36.58,0.430717,0.461289,0.483417,89.6855,766.9449999999999,6.896551724,26.32,95.64
26:37.3,20.9,1,1,5,182.75,48.975,37.375,7.175,2.1,0.6,0.106,0.375,16.56,1.31,5381.13,36.58,0.430717,0.461289,0.483417,89.6855,768.9075,6.060606060604854,26.57,95.62
26:37.5,20.9,1,1,5,182.9,48.875,37.6,7.225,2.1,0.6,0.106,6.825,16.58,1.33,5381.13,36.58,0.430717,0.461289,0.483417,89.6855,767.3375,7.185628742514816,27.18,100.32
26:37.5,20.9,1,1,5,182.9,48.875,37.55,7.225,2.1,0.6,0.106,6.825,16.59,1.34,5381.13,36.58,0.430717,0.461289,0.483417,89.6855,767.3375,14.285714285716518,27.36,100.16
26:37.6,20.9,1,1,5,182.725,48.775,37.525,7.25,2.1,0.6,0.106,6.825,16.6,1.35,5302.99,43.89,0.430717,0.461289,0.483417,88.38316666666667,765.7674999999999,7.594936708861947,27.54,105.66
26:37.6,20.9,1,1,5,182.725,48.725,37.675,7.25,2.1,0.6,0.106,6.825,16.61,1.36,5302.99,43.89,0.430717,0.461289,0.483417,88.38316666666667,764.9825,11.1111111111089,27.77,107.54
26:37.8,20.9,1,1,5,183.275,48.65,37.65,7.35,2.1,0.6,0.106,6.825,16.62,1.37,5302.99,43.89,0.430717,0.461289,0.483417,88.38316666666667,763.805,4.958677685951188,28.0,104.62
26:37.8,20.9,1,1,5,184.225,48.65,37.55,7.375,2.1,0.6,0.106,6.825,16.63,1.38,5302.99,43.89,0.430717,0.461289,0.483417,88.38316666666667,763.805,14.285714285711444,28.24,109.22
26:37.9,20.9,1,1,5,187.725,48.55,37.65,7.425,2.1,0.6,0.106,6.825,16.64,1.39,5302.99,43.89,0.430717,0.461289,0.483417,88.38316666666667,762.2349999999999,7.594936708861947,28.56,111.12
26:38.0,20.9,1,1,5,189.675,48.525,38.05,7.45,0.7,0.6,0.106,6.825,16.65,1.4,5302.99,43.89,0.430717,0.461289,0.483417,88.38316666666667,761.8425,7.594936708859248,28.8,111.96
26:38.0,20.9,1,1,5,193.4,48.125,38.6,7.45,0.7,0.6,0.1,6.825,16.66,1.41,5302.99,43.89,0.430717,0.461289,0.483417,88.38316666666667,755.5625,7.692307692308895,28.59,120.3
26:38.1,20.9,1,1,5,194.875,48.125,38.825,7.475,0.7,0.6,0.1,6.825,16.67,1.42,5365.12,43.98,0.430717,0.461289,0.483417,89.41866666666667,755.5625,15.38461538461779,28.41,124.56
26:38.2,20.9,1,1,5,197.05,47.425,39.15,7.45,0.7,-0.1,0.1,0.375,16.68,1.43,5365.12,43.98,0.430717,0.461289,0.483417,89.41866666666667,744.5724999999999,5.084745762710853,28.69,118.02
26:38.2,20.9,1,1,5,197.825,47.3,39.075,7.425,0.7,-0.1,0.1,0.375,16.69,1.44,5365.12,43.98,0.430717,0.461289,0.483417,89.41866666666667,742.6099999999999,15.38461538461779,29.09,113.62
26:38.3,20.9,1,1,5,198.4,47.2,38.725,7.475,0.7,-0.1,0.1,0.375,16.7,1.45,5365.12,43.98,0.430717,0.461289,0.483417,89.41866666666667,741.04,7.142857142855721,29.45,114.88
26:38.4,20.9,1,1,5,198.9,47.1,38.825,7.475,0.7,-0.1,0.1,0.375,16.71,1.46,5365.12,43.98,0.430717,0.461289,0.483417,89.41866666666667,739.47,7.500000000001172,29.8,108.08
26:38.5,20.9,1,1,5,199.05,47.125,38.375,7.45,0.7,-0.1,0.1,0.375,16.72,1.47,5365.12,43.98,0.430717,0.461289,0.483417,89.41866666666667,739.8625,6.976744186045124,30.15,111.26
26:38.6,20.9,1,1,5,197.725,47.05,38.5,7.5,0.7,-0.1,0.1,0.375,16.73,1.48,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,738.685,5.882352941,29.9,107.14
26:38.6,20.9,1,1,5,195.425,47.075,38.5,7.525,0.7,-0.1,0.1,0.375,16.74,1.49,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,739.0775,12.499999999997511,29.11,117.56
26:38.7,20.9,1,1,5,189.425,47.125,38.725,7.575,0.7,-0.1,0.1,0.375,16.75,1.5,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,739.8625,7.317073170732851,29.12,123.0
26:38.8,20.9,1,1,5,183.525,47.925,38.425,7.625,-0.6,-0.1,0.1,0.375,16.76,1.51,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,752.4224999999999,7.317073170732851,29.06,124.64
26:38.9,20.9,1,1,5,181.275,48.375,38.575,7.7,-0.6,-0.1,0.1,0.375,16.77,1.52,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,759.4875,9.230769230767391,28.51,122.84
26:38.9,20.9,1,1,5,177.8,48.8,38.575,7.8,-0.6,-0.6,0.1,0.375,16.78,1.53,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,766.16,7.058823529412868,29.02,119.46
26:39.0,20.9,1,1,5,176.5,49.775,37.65,7.875,-0.6,-0.6,0.1,0.375,16.79,1.54,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,781.4675,7.594936708859248,29.21,111.92
26:39.1,20.9,1,1,5,175.45,50.225,37.65,8.025,-0.6,-0.6,0.1,0.375,16.8,1.55,5345.6,43.86,0.430717,0.461289,0.483417,89.09333333333333,788.5325,15.38461538461779,29.24,122.56
26:39.2,20.9,1,1,5,173.825,50.9,37.325,8.25,-0.6,-0.6,0.1,0.375,16.81,1.56,5393.04,36.49,0.430717,0.461289,0.483417,89.884,799.13,5.042016806721686,29.23,123.68
26:39.2,20.9,1,1,5,173.2,51.175,37.1,8.4,-0.6,-0.6,0.1,0.375,16.82,1.57,5393.04,36.49,0.430717,0.461289,0.483417,89.884,803.4474999999999,15.789473684212997,29.12,121.0
26:39.3,20.9,1,1,5,172.625,51.325,37.175,8.525,-0.6,-0.6,0.1,0.375,16.83,1.58,5393.04,36.49,0.430717,0.461289,0.483417,89.884,805.8025,7.692307692306162,28.97,120.88
26:39.4,20.9,1,1,5,171.425,52.05,36.7,8.875,-0.6,-0.6,0.1,0.375,16.84,1.59,5393.04,36.49,0.430717,0.461289,0.483417,89.884,817.185,5.084745762712659,28.89,123.28
26:39.5,20.9,1,1,5,174.5,52.25,36.5,9.225,-0.6,-0.6,0.1,0.375,16.85,1.6,5393.04,36.49,0.430717,0.461289,0.483417,89.884,820.3249999999999,7.594936708861947,28.85,129.86
26:39.5,20.9,1,1,5,183.025,52.35,36.775,9.4,0.0,-0.6,0.1,0.375,16.86,1.61,5393.04,36.49,0.430717,0.461289,0.483417,89.884,821.895,15.384615384612324,28.28,146.24
26:39.6,20.9,1,1,5,208.95,51.8,37.3,9.65,0.0,-0.6,0.106,0.375,16.87,1.62,5404.52,36.49,0.430717,0.461289,0.483417,90.07533333333336,813.2599999999999,7.407407407408565,26.71,136.6
26:39.7,20.9,1,1,5,220.425,50.775,38.7,9.625,0.0,-0.6,0.106,0.375,16.88,1.63,5404.52,36.49,0.430717,0.461289,0.483417,90.07533333333336,797.1674999999999,7.692307692306162,27.55,111.18
26:39.7,20.9,1,1,5,230.075,49.475,40.5,9.525,0.0,1.4,0.106,0.375,16.89,1.64,5404.52,36.49,0.430717,0.461289,0.483417,90.07533333333336,776.7574999999999,15.000000000002345,27.67,106.94
26:39.9,20.9,1,1,5,238.55,46.975,42.15,9.225,0.0,1.4,0.106,0.375,16.9,1.65,5404.52,36.49,0.430717,0.461289,0.483417,90.07533333333336,737.5074999999999,4.878048780486835,27.47,104.62
26:39.9,20.9,1,1,5,236.875,45.975,42.05,9.05,0.0,1.4,0.106,0.375,16.91,1.66,5404.52,36.49,0.430717,0.461289,0.483417,90.07533333333336,721.8075,15.38461538461779,27.28,109.34
26:40.0,20.9,1,1,5,223.65,45.225,41.75,8.9,0.0,1.4,0.106,0.375,16.92,1.67,5404.52,36.49,0.430717,0.461289,0.483417,90.07533333333336,710.0325,6.741573033708919,27.22,110.5
26:40.1,20.9,1,1,5,209.325,44.425,40.8,8.6,0.0,1.4,0.106,0.375,16.93,1.68,5404.52,36.49,0.430717,0.461289,0.483417,90.07533333333336,697.4725,7.594936708859248,26.97,113.28
26:40.1,20.9,1,1,5,203.825,44.525,40.35,8.4,0.0,1.4,0.106,0.375,16.94,1.69,5392.57,36.57,0.430717,0.461289,0.483417,89.87616666666666,699.0424999999999,7.058823529412868,26.83,112.9
26:40.2,20.9,1,1,5,196.825,44.775,39.8,8.35,0.0,1.4,0.106,0.375,16.95,1.7,5392.57,36.57,0.430717,0.461289,0.483417,89.87616666666666,702.9675,7.228915662649164,26.67,111.28
26:40.3,20.9,1,1,5,197.0,45.05,39.725,8.375,0.0,1.4,0.106,0.375,16.96,1.71,5392.57,36.57,0.430717,0.461289,0.483417,89.87616666666666,707.285,12.000000000001876,26.46,109.3
26:40.4,20.9,1,1,5,213.925,45.725,38.9,8.325,0.5,1.4,0.094,0.375,16.97,1.72,5392.57,36.57,0.430717,0.461289,0.483417,89.87616666666666,717.8824999999999,6.593406593405282,26.24,112.66
26:40.5,20.9,1,1,5,226.325,45.875,39.0,8.375,0.5,1.4,0.094,0.375,16.98,1.73,5392.57,36.57,0.430717,0.461289,0.483417,89.87616666666666,720.2375,7.142857142858259,26.07,111.76
26:40.5,20.9,1,1,5,237.975,45.875,39.775,8.375,0.5,1.4,0.094,0.375,16.99,1.74,5392.57,36.57,0.430717,0.461289,0.483417,89.87616666666666,720.2375,14.285714285711444,25.99,113.54
26:40.6,20.9,1,1,5,253.65,45.5,41.575,8.35,0.5,0.8,0.094,15.0,17.0,1.75,5483.11,36.58,0.430717,0.461289,0.483417,91.38516666666666,714.35,7.317073170732851,25.95,113.48
26:40.6,20.9,1,1,5,253.65,45.1,41.575,8.225,0.5,0.8,0.094,15.0,17.01,1.76,5483.11,36.58,0.430717,0.461289,0.483417,91.38516666666666,708.0699999999999,14.6341463414657,25.91,114.94
26:40.7,20.9,1,1,5,255.55,44.55,42.65,8.175,0.5,0.8,0.094,15.0,17.02,1.77,5483.11,36.58,0.430717,0.461289,0.483417,91.38516666666666,699.435,7.792207792206242,25.91,113.5
26:40.8,20.9,1,1,5,251.35,44.7,41.8,8.025,0.5,0.8,0.094,15.0,17.03,1.78,5483.11,36.58,0.430717,0.461289,0.483417,91.38516666666666,701.79,6.976744186047603,25.8,113.84
26:40.9,20.9,1,1,5,246.05,44.95,40.725,8.0,0.5,0.8,0.094,15.0,17.05,1.8,5483.11,36.58,0.430717,0.461289,0.483417,91.38516666666666,705.715,12.244897959183412,25.7,108.6
26:41.0,20.9,1,1,5,243.1,45.4,40.725,7.975,0.5,0.8,0.094,15.0,17.06,1.81,5483.11,36.58,0.430717,0.461289,0.483417,91.38516666666666,712.78,3.9473684210518463,25.66,106.48
26:41.1,20.9,1,1,5,242.9,45.425,40.325,7.975,0.5,0.8,0.094,15.0,17.07,1.82,5477.82,36.48,0.430717,0.461289,0.483417,91.297,713.1724999999999,15.789473684212997,25.6,107.8
26:41.1,20.9,1,1,5,243.925,45.675,40.075,8.025,1.4,0.8,0.1,15.0,17.08,1.83,5477.82,36.48,0.430717,0.461289,0.483417,91.297,717.0975,7.692307692306162,25.57,107.58
26:41.2,20.9,1,1,5,244.375,45.725,40.35,8.1,1.4,0.8,0.1,15.0,17.09,1.84,5477.82,36.48,0.430717,0.461289,0.483417,91.297,717.8824999999999,7.500000000001172,25.62,104.16
26:41.3,20.9,1,1,5,244.475,45.775,40.35,8.175,1.4,0.8,0.1,15.0,17.1,1.85,5477.82,36.48,0.430717,0.461289,0.483417,91.297,718.6674999999999,15.000000000002345,25.62,105.08
26:41.3,20.9,1,1,5,243.55,45.6,40.3,8.25,1.4,-2.1,0.1,0.375,17.11,1.86,5477.82,36.48,0.430717,0.461289,0.483417,91.297,715.92,7.692307692306162,25.65,104.14
26:41.4,20.9,1,1,5,242.325,45.55,40.675,8.35,1.4,-2.1,0.1,0.375,17.12,1.87,5477.82,36.48,0.430717,0.461289,0.483417,91.297,715.1349999999999,7.058823529412868,25.68,102.56
26:41.5,20.9,1,1,5,238.45,45.45,40.575,8.325,1.4,-2.1,0.1,0.375,17.13,1.88,5477.82,36.48,0.414414,0.452257,0.474059,91.297,713.565,5.5555555555544505,25.7,102.14
26:41.6,20.9,1,1,5,236.2,45.4,40.375,8.45,1.4,-2.1,0.1,0.375,17.14,1.89,5525.5,36.61,0.414414,0.452257,0.474059,92.09166666666668,712.78,16.21621621621875,25.7,103.24
26:41.7,20.9,1,1,5,233.55,45.375,40.725,8.5,1.4,-2.1,0.1,0.375,17.15,1.9,5525.5,36.61,0.414414,0.452257,0.474059,92.09166666666668,712.3874999999999,7.499999999998508,25.65,102.58
26:41.7,20.9,1,1,5,227.325,45.425,40.275,8.625,1.4,-2.1,0.1,0.375,17.16,1.91,5525.5,36.61,0.414414,0.452257,0.474059,92.09166666666668,713.1724999999999,7.228915662651732,25.61,102.3
26:41.8,20.9,1,1,5,220.675,45.625,39.725,8.725,1.4,-2.1,0.1,0.375,17.17,1.92,5525.5,36.61,0.414414,0.452257,0.474059,92.09166666666668,716.3125,7.500000000001172,25.55,102.76
26:41.9,20.9,1,1,5,220.675,45.625,39.7,8.775,1.4,-2.1,0.1,0.375,17.18,1.93,5525.5,36.61,0.414414,0.452257,0.474059,92.09166666666668,716.3125,15.384615384612324,25.39,104.3
26:41.9,20.9,1,1,5,214.8,45.975,39.6,8.925,0.9,-2.1,0.1,0.375,17.19,1.94,5525.5,36.61,0.414414,0.452257,0.474059,92.09166666666668,721.8075,7.692307692308895,25.25,103.84
26:42.0,20.9,1,1,5,210.85,46.225,39.375,9.05,0.9,-2.1,0.106,0.375,17.2,1.95,5525.5,36.61,0.414414,0.452257,0.474059,92.09166666666668,725.7325,7.594936708859248,25.07,103.82
26:42.1,20.9,1,1,5,209.425,46.7,39.25,9.275,0.9,-2.1,0.106,0.375,17.21,1.96,5536.69,43.96,0.414414,0.452257,0.474059,92.27816666666666,733.19,7.594936708861947,24.9,102.14
26:42.2,20.9,1,1,5,208.425,47.05,39.425,9.425,0.9,0.8,0.106,0.375,17.22,1.97,5536.69,43.96,0.414414,0.452257,0.474059,92.27816666666666,738.685,7.499999999998508,24.68,103.8
26:42.2,20.9,1,1,5,209.9,47.2,39.475,9.65,0.9,0.8,0.106,0.375,17.23,1.98,5536.69,43.96,0.414414,0.452257,0.474059,92.27816666666666,741.04,7.692307692308895,24.62,103.5
26:42.3,20.9,1,1,5,212.075,47.325,39.475,9.65,0.9,0.8,0.106,0.375,17.24,1.99,5536.69,43.96,0.414414,0.452257,0.474059,92.27816666666666,743.0025,15.384615384612324,24.71,104.46
26:42.4,20.9,1,1,5,217.675,47.55,40.3,9.875,0.9,0.8,0.106,0.375,17.25,2.0,5536.69,43.96,0.414414,0.452257,0.474059,92.27816666666666,746.535,5.128205128,24.76,106.94
26:42.4,20.9,1,1,5,217.675,47.65,40.4,9.95,0.9,0.8,0.106,0.375,17.26,2.01,5536.69,43.96,0.414414,0.452257,0.474059,92.27816666666666,748.1049999999999,15.38461538461779,24.87,105.0
26:42.5,20.9,1,1,5,219.75,47.775,40.375,9.975,0.9,0.8,0.106,0.375,17.27,2.02,5536.69,43.96,0.414414,0.452257,0.474059,92.27816666666666,750.0675,7.407407407405933,24.9,101.44
26:42.6,20.9,1,1,5,220.325,47.875,40.075,10.1,0.9,0.8,0.106,0.375,17.28,2.03,5486.37,43.52,0.414414,0.452257,0.474059,91.4395,751.6374999999999,6.521739130435802,24.96,100.98
26:42.7,20.9,1,1,5,221.2,48.0,39.825,10.15,0.9,0.8,0.106,0.375,17.29,2.04,5486.37,43.52,0.414414,0.452257,0.474059,91.4395,753.5999999999999,6.5217391304334855,24.87,99.48
26:42.7,20.9,1,1,5,221.425,48.15,39.725,10.25,0.7,0.8,0.1,0.375,17.3,2.05,5486.37,43.52,0.414414,0.452257,0.474059,91.4395,755.9549999999999,15.38461538461779,24.59,105.18
26:42.8,20.9,1,1,5,222.15,48.55,39.625,10.425,0.7,0.8,0.1,0.375,17.31,2.06,5486.37,43.52,0.414414,0.452257,0.474059,91.4395,762.2349999999999,5.940594059404758,24.46,104.28
26:42.9,20.9,1,1,5,222.4,48.55,39.55,10.425,0.7,0.8,0.1,0.375,17.32,2.07,5486.37,43.52,0.414414,0.452257,0.474059,91.4395,762.2349999999999,13.953488372095206,24.26,106.82
